table_id,Statistic,Year,Sex,Age.Group,value
HIS09,All persons who smoke,2022,Male,40 - 44 years,25.1
HIS09,All persons who smoke,2022,Male,45 - 49 years,22.1
HIS09,All persons who smoke,2022,Male,50 - 54 years,20.2
HIS09,All persons who smoke,2022,Male,55 - 59 years,19.5
HIS09,All persons who smoke,2022,Male,60 - 64 years,15.1
HIS09,All persons who smoke,2022,Male,65 - 69 years,16.9
HIS09,All persons who smoke,2022,Male,70 - 74 years,13.3
HIS09,All persons who smoke,2022,Male,75 years and over,7.9
HIS09,All persons who smoke,2022,Female,15 - 19 years,11.5
HIS09,All persons who smoke,2022,Female,20 - 24 years,15.1
HIS09,All persons who smoke,2022,Female,25 - 29 years,11.9
HIS09,All persons who smoke,2022,Female,30 - 34 years,15.8
HIS09,All persons who smoke,2022,Female,35 - 39 years,16.3
HIS09,All persons who smoke,2022,Female,40 - 44 years,17.9
HIS09,All persons who smoke,2022,Female,45 - 49 years,18.5
HIS09,All persons who smoke,2022,Female,50 - 54 years,19.1
HIS09,All persons who smoke,2022,Female,55 - 59 years,19
HIS09,All persons who smoke,2022,Female,60 - 64 years,17
HIS09,All persons who smoke,2022,Female,65 - 69 years,10.9
HIS09,All persons who smoke,2022,Female,70 - 74 years,9.6
HIS09,All persons who smoke,2022,Female,75 years and over,7.4
HIS09,All persons who smoke,2023,Male,15 - 19 years,16.6
HIS09,All persons who smoke,2023,Male,20 - 24 years,24.2
HIS09,All persons who smoke,2023,Male,25 - 29 years,28.1
HIS09,All persons who smoke,2023,Male,30 - 34 years,29.3
HIS09,All persons who smoke,2023,Male,35 - 39 years,28.3
HIS09,All persons who smoke,2023,Male,40 - 44 years,22.1
HIS09,All persons who smoke,2023,Male,45 - 49 years,20.1
HIS09,All persons who smoke,2023,Male,50 - 54 years,22.3
HIS09,All persons who smoke,2023,Male,55 - 59 years,17.1
HIS09,All persons who smoke,2023,Male,60 - 64 years,18.8
HIS09,All persons who smoke,2023,Male,65 - 69 years,10.6
HIS09,All persons who smoke,2023,Male,70 - 74 years,15.5
HIS09,All persons who smoke,2023,Male,75 years and over,6.3
HIS09,All persons who smoke,2023,Female,15 - 19 years,17
HIS09,All persons who smoke,2023,Female,20 - 24 years,16.5
HIS09,All persons who smoke,2023,Female,25 - 29 years,14
HIS09,All persons who smoke,2023,Female,30 - 34 years,17.1
HIS09,All persons who smoke,2023,Female,35 - 39 years,16.8
HIS09,All persons who smoke,2023,Female,40 - 44 years,15.9
HIS09,All persons who smoke,2023,Female,45 - 49 years,14.1
HIS09,All persons who smoke,2023,Female,50 - 54 years,16
HIS09,All persons who smoke,2023,Female,55 - 59 years,14.7
HIS09,All persons who smoke,2023,Female,60 - 64 years,17
HIS09,All persons who smoke,2023,Female,65 - 69 years,14.4
HIS09,All persons who smoke,2023,Female,70 - 74 years,4.7
HIS09,All persons who smoke,2023,Female,75 years and over,11.2
HIS09,All persons who smoke,2024,Male,15 - 19 years,10.8
HIS09,All persons who smoke,2024,Male,20 - 24 years,24.6
HIS09,All persons who smoke,2024,Male,25 - 29 years,26.5
HIS09,All persons who smoke,2024,Male,30 - 34 years,22.8
HIS09,All persons who smoke,2024,Male,35 - 39 years,24.7
HIS09,All persons who smoke,2024,Male,40 - 44 years,20.7
HIS09,All persons who smoke,2024,Male,45 - 49 years,22.9
HIS09,All persons who smoke,2024,Male,50 - 54 years,22.5
HIS09,All persons who smoke,2024,Male,55 - 59 years,23
HIS09,All persons who smoke,2024,Male,60 - 64 years,20
HIS09,All persons who smoke,2024,Male,65 - 69 years,12.8
HIS09,All persons who smoke,2024,Male,70 - 74 years,10.4
HIS09,All persons who smoke,2024,Male,75 years and over,5.1
HIS09,All persons who smoke,2024,Female,15 - 19 years,13.6
HIS09,All persons who smoke,2024,Female,20 - 24 years,16.3
HIS09,All persons who smoke,2024,Female,25 - 29 years,13.3
HIS09,All persons who smoke,2024,Female,30 - 34 years,17
HIS09,All persons who smoke,2024,Female,35 - 39 years,14.6
HIS09,All persons who smoke,2024,Female,40 - 44 years,16.5
HIS09,All persons who smoke,2024,Female,45 - 49 years,18.6
HIS09,All persons who smoke,2024,Female,50 - 54 years,14.1
HIS09,All persons who smoke,2024,Female,55 - 59 years,14.6
HIS09,All persons who smoke,2024,Female,60 - 64 years,18.9
HIS09,All persons who smoke,2024,Female,65 - 69 years,17.2
HIS09,All persons who smoke,2024,Female,70 - 74 years,13.1
HIS09,All persons who smoke,2024,Female,75 years and over,8.1
HIS09,Daily smokers,2015,Male,15 - 19 years,7.8
HIS09,Daily smokers,2015,Male,20 - 24 years,22.5
HIS09,Daily smokers,2015,Male,25 - 29 years,22.7
HIS09,Daily smokers,2015,Male,30 - 34 years,28.2
HIS09,Daily smokers,2015,Male,35 - 39 years,24.2
HIS09,Daily smokers,2015,Male,40 - 44 years,21.6
HIS09,Daily smokers,2015,Male,45 - 49 years,24.2
HIS09,Daily smokers,2015,Male,50 - 54 years,24.3
HIS09,Daily smokers,2015,Male,55 - 59 years,16.9
HIS09,Daily smokers,2015,Male,60 - 64 years,15.9
HIS09,Daily smokers,2015,Male,65 - 69 years,19.2
HIS09,Daily smokers,2015,Male,70 - 74 years,12.4
HIS09,Daily smokers,2015,Male,75 years and over,6.6
HIS09,Daily smokers,2015,Female,15 - 19 years,7.7
HIS09,Daily smokers,2015,Female,20 - 24 years,19.3
HIS09,Daily smokers,2015,Female,25 - 29 years,24.2
HIS09,Daily smokers,2015,Female,30 - 34 years,20.1
HIS09,Daily smokers,2015,Female,35 - 39 years,18.3
HIS09,Daily smokers,2015,Female,40 - 44 years,25.6
HIS09,Daily smokers,2015,Female,45 - 49 years,19.1
HIS09,Daily smokers,2015,Female,50 - 54 years,19.2
HIS09,Daily smokers,2015,Female,55 - 59 years,15.2
HIS09,Daily smokers,2015,Female,60 - 64 years,17.3
HIS09,Daily smokers,2015,Female,65 - 69 years,12.7
HIS09,Daily smokers,2015,Female,70 - 74 years,11.8
HIS09,Daily smokers,2015,Female,75 years and over,6.5
HIS09,Daily smokers,2016,Male,15 - 19 years,8.5
HIS09,Daily smokers,2016,Male,20 - 24 years,18.9
HIS09,Daily smokers,2016,Male,25 - 29 years,30.6
HIS09,Daily smokers,2016,Male,30 - 34 years,36.3
HIS09,Daily smokers,2016,Male,35 - 39 years,31.2
HIS09,Daily smokers,2016,Male,40 - 44 years,23.9
HIS09,Daily smokers,2016,Male,45 - 49 years,22.4
HIS09,Daily smokers,2016,Male,50 - 54 years,22.3
HIS09,Daily smokers,2016,Male,55 - 59 years,15.4
HIS09,Daily smokers,2016,Male,60 - 64 years,17.2
HIS09,Daily smokers,2016,Male,65 - 69 years,15.1
HIS09,Daily smokers,2016,Male,70 - 74 years,9.8
HIS09,Daily smokers,2016,Male,75 years and over,10.9
HIS09,Daily smokers,2016,Female,15 - 19 years,8.4
HIS09,Daily smokers,2016,Female,20 - 24 years,24.1
HIS09,Daily smokers,2016,Female,25 - 29 years,18.7
HIS09,Daily smokers,2016,Female,30 - 34 years,22.9
HIS09,Daily smokers,2016,Female,35 - 39 years,18.9
HIS09,Daily smokers,2016,Female,40 - 44 years,16.3
HIS09,Daily smokers,2016,Female,45 - 49 years,19.8
HIS09,Daily smokers,2016,Female,50 - 54 years,20.3
HIS09,Daily smokers,2016,Female,55 - 59 years,17.6
HIS09,Daily smokers,2016,Female,60 - 64 years,11.6
HIS09,Daily smokers,2016,Female,65 - 69 years,10.4
HIS09,Daily smokers,2016,Female,70 - 74 years,13.8
HIS09,Daily smokers,2016,Female,75 years and over,6.8
HIS09,Daily smokers,2017,Male,15 - 19 years,5.1
HIS09,Daily smokers,2017,Male,20 - 24 years,29.5
HIS09,Daily smokers,2017,Male,25 - 29 years,31.2
HIS09,Daily smokers,2017,Male,30 - 34 years,33.2
HIS09,Daily smokers,2017,Male,35 - 39 years,22.1
HIS09,Daily smokers,2017,Male,40 - 44 years,16.9
HIS09,Daily smokers,2017,Male,45 - 49 years,21.1
HIS09,Daily smokers,2017,Male,50 - 54 years,18
HIS09,Daily smokers,2017,Male,55 - 59 years,22.6
HIS09,Daily smokers,2017,Male,60 - 64 years,18.3
HIS09,Daily smokers,2017,Male,65 - 69 years,18.5
HIS09,Daily smokers,2017,Male,70 - 74 years,12.7
HIS09,Daily smokers,2017,Male,75 years and over,8.9
HIS09,Daily smokers,2017,Female,15 - 19 years,10.5
HIS09,Daily smokers,2017,Female,20 - 24 years,19.1
HIS09,Daily smokers,2017,Female,25 - 29 years,27.4
HIS09,Daily smokers,2017,Female,30 - 34 years,23.4
HIS09,Daily smokers,2017,Female,35 - 39 years,19.5
HIS09,Daily smokers,2017,Female,40 - 44 years,16.7
HIS09,Daily smokers,2017,Female,45 - 49 years,15.8
HIS09,Daily smokers,2017,Female,50 - 54 years,14.8
HIS09,Daily smokers,2017,Female,55 - 59 years,21.1
HIS09,Daily smokers,2017,Female,60 - 64 years,10.4
HIS09,Daily smokers,2017,Female,65 - 69 years,16.8
HIS09,Daily smokers,2017,Female,70 - 74 years,8.3
HIS09,Daily smokers,2017,Female,75 years and over,7.1
HIS09,Daily smokers,2018,Male,15 - 19 years,10.4
HIS09,Daily smokers,2018,Male,20 - 24 years,27.2
HIS09,Daily smokers,2018,Male,25 - 29 years,28.7
HIS09,Daily smokers,2018,Male,30 - 34 years,26
HIS09,Daily smokers,2018,Male,35 - 39 years,26.9
HIS09,Daily smokers,2018,Male,40 - 44 years,19.9
HIS09,Daily smokers,2018,Male,45 - 49 years,14.2
HIS09,Daily smokers,2018,Male,50 - 54 years,20.6
HIS09,Daily smokers,2018,Male,55 - 59 years,17.9
HIS09,Daily smokers,2018,Male,60 - 64 years,18
HIS09,Daily smokers,2018,Male,65 - 69 years,12
HIS09,Daily smokers,2018,Male,70 - 74 years,12.9
HIS09,Daily smokers,2018,Male,75 years and over,7.7
HIS09,Daily smokers,2018,Female,15 - 19 years,1.8
HIS09,Daily smokers,2018,Female,20 - 24 years,23.6
HIS09,Daily smokers,2018,Female,25 - 29 years,22.3
HIS09,Daily smokers,2018,Female,30 - 34 years,18.8
HIS09,Daily smokers,2018,Female,35 - 39 years,16.7
HIS09,Daily smokers,2018,Female,40 - 44 years,14.1
HIS09,Daily smokers,2018,Female,45 - 49 years,17.3
HIS09,Daily smokers,2018,Female,50 - 54 years,14.5
HIS09,Daily smokers,2018,Female,55 - 59 years,15.2
HIS09,Daily smokers,2018,Female,60 - 64 years,18.8
HIS09,Daily smokers,2018,Female,65 - 69 years,8.6
HIS09,Daily smokers,2018,Female,70 - 74 years,10.4
HIS09,Daily smokers,2018,Female,75 years and over,7.3
HIS09,Daily smokers,2021,Male,15 - 19 years,7.1
HIS09,Daily smokers,2021,Male,20 - 24 years,21.3
HIS09,Daily smokers,2021,Male,25 - 29 years,21
HIS09,Daily smokers,2021,Male,30 - 34 years,18.4
HIS09,Daily smokers,2021,Male,35 - 39 years,20
HIS09,Daily smokers,2021,Male,40 - 44 years,21.7
HIS09,Daily smokers,2021,Male,45 - 49 years,21.2
HIS09,Daily smokers,2021,Male,50 - 54 years,23.2
HIS09,Daily smokers,2021,Male,55 - 59 years,17.3
HIS09,Daily smokers,2021,Male,60 - 64 years,17.6
HIS09,Daily smokers,2021,Male,65 - 69 years,10.2
HIS09,Daily smokers,2021,Male,70 - 74 years,7
HIS09,Daily smokers,2021,Male,75 years and over,6.8
HIS09,Daily smokers,2021,Female,15 - 19 years,4.3
HIS09,Daily smokers,2021,Female,20 - 24 years,8.1
HIS09,Daily smokers,2021,Female,25 - 29 years,19.9
HIS09,Daily smokers,2021,Female,30 - 34 years,12.7
HIS09,Daily smokers,2021,Female,35 - 39 years,17.7
HIS09,Daily smokers,2021,Female,40 - 44 years,16.7
HIS09,Daily smokers,2021,Female,45 - 49 years,18.9
HIS09,Daily smokers,2021,Female,50 - 54 years,20.3
HIS09,Daily smokers,2021,Female,55 - 59 years,19.1
HIS09,Daily smokers,2021,Female,60 - 64 years,14.9
HIS09,Daily smokers,2021,Female,65 - 69 years,13.4
HIS09,Daily smokers,2021,Female,70 - 74 years,11.2
HIS09,Daily smokers,2021,Female,75 years and over,5.5
HIS09,Daily smokers,2022,Male,15 - 19 years,5.9
HIS09,Daily smokers,2022,Male,20 - 24 years,17.2
HIS09,Daily smokers,2022,Male,25 - 29 years,28.7
HIS09,Daily smokers,2022,Male,30 - 34 years,25.4
HIS09,Daily smokers,2022,Male,35 - 39 years,17.9
HIS09,Daily smokers,2022,Male,40 - 44 years,20.1
HIS09,Daily smokers,2022,Male,45 - 49 years,19.7
HIS09,Daily smokers,2022,Male,50 - 54 years,17.1
HIS09,Daily smokers,2022,Male,55 - 59 years,18.5
HIS09,Daily smokers,2022,Male,60 - 64 years,13
HIS09,Daily smokers,2022,Male,65 - 69 years,15.7
HIS09,Daily smokers,2022,Male,70 - 74 years,8.6
HIS09,Daily smokers,2022,Male,75 years and over,7
HIS09,Daily smokers,2022,Female,15 - 19 years,4.4
HIS09,Daily smokers,2022,Female,20 - 24 years,11.1
HIS09,Daily smokers,2022,Female,25 - 29 years,9.2
HIS09,Daily smokers,2022,Female,30 - 34 years,10
HIS09,Daily smokers,2022,Female,35 - 39 years,13
HIS09,Daily smokers,2022,Female,40 - 44 years,13.2
HIS09,Daily smokers,2022,Female,45 - 49 years,15.9
HIS09,Daily smokers,2022,Female,50 - 54 years,17.7
HIS09,Daily smokers,2022,Female,55 - 59 years,17.6
HIS09,Daily smokers,2022,Female,60 - 64 years,13.9
HIS09,Daily smokers,2022,Female,65 - 69 years,9.5
HIS09,Daily smokers,2022,Female,70 - 74 years,8.4
HIS09,Daily smokers,2022,Female,75 years and over,7
HIS09,Daily smokers,2023,Male,15 - 19 years,9.4
HIS09,Daily smokers,2023,Male,20 - 24 years,13.3
HIS09,Daily smokers,2023,Male,25 - 29 years,17.4
HIS09,Daily smokers,2023,Male,30 - 34 years,23.9
HIS09,Daily smokers,2023,Male,35 - 39 years,24
HIS09,Daily smokers,2023,Male,40 - 44 years,17.8
HIS09,Daily smokers,2023,Male,45 - 49 years,16.1
HIS09,Daily smokers,2023,Male,50 - 54 years,20
HIS09,Daily smokers,2023,Male,55 - 59 years,14.2
HIS09,Daily smokers,2023,Male,60 - 64 years,16.8
HIS09,Daily smokers,2023,Male,65 - 69 years,9.9
HIS09,Daily smokers,2023,Male,70 - 74 years,12.9
HIS09,Daily smokers,2023,Male,75 years and over,5.1
HIS09,Daily smokers,2023,Female,15 - 19 years,13.1
HIS09,Daily smokers,2023,Female,20 - 24 years,8.6
HIS09,Daily smokers,2023,Female,25 - 29 years,10.9
HIS09,Daily smokers,2023,Female,30 - 34 years,13.6
HIS09,Daily smokers,2023,Female,35 - 39 years,12.3
HIS09,Daily smokers,2023,Female,40 - 44 years,13.4
HIS09,Daily smokers,2023,Female,45 - 49 years,11.8
HIS09,Daily smokers,2023,Female,50 - 54 years,13.6
HIS09,Daily smokers,2023,Female,55 - 59 years,13.3
HIS09,Daily smokers,2023,Female,60 - 64 years,14.9
HIS09,Daily smokers,2023,Female,65 - 69 years,13.7
HIS09,Daily smokers,2023,Female,70 - 74 years,4.7
HIS09,Daily smokers,2023,Female,75 years and over,8.4
HIS09,Daily smokers,2024,Male,15 - 19 years,7
HIS09,Daily smokers,2024,Male,20 - 24 years,14.4
HIS09,Daily smokers,2024,Male,25 - 29 years,16.6
HIS09,Daily smokers,2024,Male,30 - 34 years,16.9
HIS09,Daily smokers,2024,Male,35 - 39 years,18.7
HIS09,Daily smokers,2024,Male,40 - 44 years,16.1
HIS09,Daily smokers,2024,Male,45 - 49 years,18.8
HIS09,Daily smokers,2024,Male,50 - 54 years,18.8
HIS09,Daily smokers,2024,Male,55 - 59 years,22
HIS09,Daily smokers,2024,Male,60 - 64 years,17.8
HIS09,Daily smokers,2024,Male,65 - 69 years,11.3
HIS09,Daily smokers,2024,Male,70 - 74 years,9.7
HIS09,Daily smokers,2024,Male,75 years and over,4.4
HIS09,Daily smokers,2024,Female,15 - 19 years,9.1
HIS09,Daily smokers,2024,Female,20 - 24 years,11
HIS09,Daily smokers,2024,Female,25 - 29 years,9.3
HIS09,Daily smokers,2024,Female,30 - 34 years,11.4
HIS09,Daily smokers,2024,Female,35 - 39 years,12.2
HIS09,Daily smokers,2024,Female,40 - 44 years,11.8
HIS09,Daily smokers,2024,Female,45 - 49 years,15.6
HIS09,Daily smokers,2024,Female,50 - 54 years,13.1
HIS09,Daily smokers,2024,Female,55 - 59 years,13.7
HIS09,Daily smokers,2024,Female,60 - 64 years,18.2
HIS09,Daily smokers,2024,Female,65 - 69 years,16.5
HIS09,Daily smokers,2024,Female,70 - 74 years,11.9
HIS09,Daily smokers,2024,Female,75 years and over,7.5
HIS09,Occasional smokers,2015,Male,15 - 19 years,2
HIS09,Occasional smokers,2015,Male,20 - 24 years,7.3
HIS09,Occasional smokers,2015,Male,25 - 29 years,13.3
HIS09,Occasional smokers,2015,Male,30 - 34 years,6.6
HIS09,Occasional smokers,2015,Male,35 - 39 years,4.3
HIS09,Occasional smokers,2015,Male,40 - 44 years,5.1
HIS09,Occasional smokers,2015,Male,45 - 49 years,4.6
HIS09,Occasional smokers,2015,Male,50 - 54 years,2.8
HIS09,Occasional smokers,2015,Male,55 - 59 years,0.8
HIS09,Occasional smokers,2015,Male,60 - 64 years,1.6
HIS09,Occasional smokers,2015,Male,65 - 69 years,1.4
HIS09,Occasional smokers,2015,Male,70 - 74 years,1.5
HIS09,Occasional smokers,2015,Male,75 years and over,0.5
HIS09,Occasional smokers,2015,Female,15 - 19 years,5.2
HIS09,Occasional smokers,2015,Female,20 - 24 years,10.2
HIS09,Occasional smokers,2015,Female,25 - 29 years,6.2
HIS09,Occasional smokers,2015,Female,30 - 34 years,8.2
HIS09,Occasional smokers,2015,Female,35 - 39 years,3.2
HIS09,Occasional smokers,2015,Female,40 - 44 years,3.6
HIS09,Occasional smokers,2015,Female,45 - 49 years,4
HIS09,Occasional smokers,2015,Female,50 - 54 years,1.9
HIS09,Occasional smokers,2015,Female,55 - 59 years,1.7
HIS09,Occasional smokers,2015,Female,60 - 64 years,2.2
HIS09,Occasional smokers,2015,Female,65 - 69 years,1.1
HIS09,Occasional smokers,2015,Female,70 - 74 years,0
HIS09,Occasional smokers,2015,Female,75 years and over,0.7
HIS09,Occasional smokers,2016,Male,15 - 19 years,4.7
HIS09,Occasional smokers,2016,Male,20 - 24 years,7.9
HIS09,Occasional smokers,2016,Male,25 - 29 years,8.8
HIS09,Occasional smokers,2016,Male,30 - 34 years,7.1
HIS09,Occasional smokers,2016,Male,35 - 39 years,5.2
HIS09,Occasional smokers,2016,Male,40 - 44 years,3
HIS09,Occasional smokers,2016,Male,45 - 49 years,3.9
HIS09,Occasional smokers,2016,Male,50 - 54 years,1.3
HIS09,Occasional smokers,2016,Male,55 - 59 years,4.9
HIS09,Occasional smokers,2016,Male,60 - 64 years,2
HIS09,Occasional smokers,2016,Male,65 - 69 years,0.3
HIS09,Occasional smokers,2016,Male,70 - 74 years,1.9
HIS09,Occasional smokers,2016,Male,75 years and over,1.2
HIS09,Occasional smokers,2016,Female,15 - 19 years,5.7
HIS09,Occasional smokers,2016,Female,20 - 24 years,6.2
HIS09,Occasional smokers,2016,Female,25 - 29 years,3.5
HIS09,Occasional smokers,2016,Female,30 - 34 years,4.9
HIS09,Occasional smokers,2016,Female,35 - 39 years,2.4
HIS09,Occasional smokers,2016,Female,40 - 44 years,3.4
HIS09,Occasional smokers,2016,Female,45 - 49 years,4.3
HIS09,Occasional smokers,2016,Female,50 - 54 years,1.1
HIS09,Occasional smokers,2016,Female,55 - 59 years,2.1
HIS09,Occasional smokers,2016,Female,60 - 64 years,0.9
HIS09,Occasional smokers,2016,Female,65 - 69 years,1.4
HIS09,Occasional smokers,2016,Female,70 - 74 years,1.5
HIS09,Occasional smokers,2016,Female,75 years and over,0.3
HIS09,Occasional smokers,2017,Male,15 - 19 years,7.2
HIS09,Occasional smokers,2017,Male,20 - 24 years,3.7
HIS09,Occasional smokers,2017,Male,25 - 29 years,8.3
HIS09,Occasional smokers,2017,Male,30 - 34 years,4.4
HIS09,Occasional smokers,2017,Male,35 - 39 years,8.3
HIS09,Occasional smokers,2017,Male,40 - 44 years,6.8
HIS09,Occasional smokers,2017,Male,45 - 49 years,0.9
HIS09,Occasional smokers,2017,Male,50 - 54 years,4.5
HIS09,Occasional smokers,2017,Male,55 - 59 years,2.4
HIS09,Occasional smokers,2017,Male,60 - 64 years,0.9
HIS09,Occasional smokers,2017,Male,65 - 69 years,2
HIS09,Occasional smokers,2017,Male,70 - 74 years,2.6
HIS09,Occasional smokers,2017,Male,75 years and over,2.4
HIS09,Occasional smokers,2017,Female,15 - 19 years,0.5
HIS09,Occasional smokers,2017,Female,20 - 24 years,4.1
HIS09,Occasional smokers,2017,Female,25 - 29 years,5.6
HIS09,Occasional smokers,2017,Female,30 - 34 years,5.6
HIS09,Occasional smokers,2017,Female,35 - 39 years,3.7
HIS09,Occasional smokers,2017,Female,40 - 44 years,1.6
HIS09,Occasional smokers,2017,Female,45 - 49 years,6.7
HIS09,Occasional smokers,2017,Female,50 - 54 years,3.2
HIS09,Occasional smokers,2017,Female,55 - 59 years,2
HIS09,Occasional smokers,2017,Female,60 - 64 years,3.5
HIS09,Occasional smokers,2017,Female,65 - 69 years,0.1
HIS09,Occasional smokers,2017,Female,70 - 74 years,1.1
HIS09,Occasional smokers,2017,Female,75 years and over,0.8
HIS09,Occasional smokers,2018,Male,15 - 19 years,2.6
HIS09,Occasional smokers,2018,Male,20 - 24 years,3.8
HIS09,Occasional smokers,2018,Male,25 - 29 years,5.1
HIS09,Occasional smokers,2018,Male,30 - 34 years,4.7
HIS09,Occasional smokers,2018,Male,35 - 39 years,4.9
HIS09,Occasional smokers,2018,Male,40 - 44 years,3
HIS09,Occasional smokers,2018,Male,45 - 49 years,4.3
HIS09,Occasional smokers,2018,Male,50 - 54 years,0.4
HIS09,Occasional smokers,2018,Male,55 - 59 years,3.3
HIS09,Occasional smokers,2018,Male,60 - 64 years,1.9
HIS09,Occasional smokers,2018,Male,65 - 69 years,3.7
HIS09,Occasional smokers,2018,Male,70 - 74 years,0.9
HIS09,Occasional smokers,2018,Male,75 years and over,0.6
HIS09,Occasional smokers,2018,Female,15 - 19 years,0.7
HIS09,Occasional smokers,2018,Female,20 - 24 years,7.9
HIS09,Occasional smokers,2018,Female,25 - 29 years,3.9
HIS09,Occasional smokers,2018,Female,30 - 34 years,3.2
HIS09,Occasional smokers,2018,Female,35 - 39 years,2.4
HIS09,Occasional smokers,2018,Female,40 - 44 years,1.2
HIS09,Occasional smokers,2018,Female,45 - 49 years,1.6
HIS09,Occasional smokers,2018,Female,50 - 54 years,1.6
HIS09,Occasional smokers,2018,Female,55 - 59 years,1.2
HIS09,Occasional smokers,2018,Female,60 - 64 years,1.3
HIS09,Occasional smokers,2018,Female,65 - 69 years,0.1
HIS09,Occasional smokers,2018,Female,70 - 74 years,2.2
HIS09,Occasional smokers,2018,Female,75 years and over,0.5
HIS09,Occasional smokers,2021,Male,15 - 19 years,2.8
HIS09,Occasional smokers,2021,Male,20 - 24 years,4.8
HIS09,Occasional smokers,2021,Male,25 - 29 years,2.1
HIS09,Occasional smokers,2021,Male,30 - 34 years,4.2
HIS09,Occasional smokers,2021,Male,35 - 39 years,2.5
HIS09,Occasional smokers,2021,Male,40 - 44 years,4.4
HIS09,Occasional smokers,2021,Male,45 - 49 years,2.1
HIS09,Occasional smokers,2021,Male,50 - 54 years,2.1
HIS09,Occasional smokers,2021,Male,55 - 59 years,0.9
HIS09,Occasional smokers,2021,Male,60 - 64 years,3.4
HIS09,Occasional smokers,2021,Male,65 - 69 years,1.5
HIS09,Occasional smokers,2021,Male,70 - 74 years,1.2
HIS09,Occasional smokers,2021,Male,75 years and over,1.6
HIS09,Occasional smokers,2021,Female,15 - 19 years,1.3
HIS09,Occasional smokers,2021,Female,20 - 24 years,7.2
HIS09,Occasional smokers,2021,Female,25 - 29 years,2
HIS09,Occasional smokers,2021,Female,30 - 34 years,1.8
HIS09,Occasional smokers,2021,Female,35 - 39 years,1.4
HIS09,Occasional smokers,2021,Female,40 - 44 years,1.3
HIS09,Occasional smokers,2021,Female,45 - 49 years,2.5
HIS09,Occasional smokers,2021,Female,50 - 54 years,3.7
HIS09,Occasional smokers,2021,Female,55 - 59 years,0.2
HIS09,Occasional smokers,2021,Female,60 - 64 years,3
HIS09,Occasional smokers,2021,Female,65 - 69 years,1.2
HIS09,Occasional smokers,2021,Female,70 - 74 years,0.3
HIS09,Occasional smokers,2021,Female,75 years and over,0.5
HIS09,Occasional smokers,2022,Male,15 - 19 years,3.7
HIS09,Occasional smokers,2022,Male,20 - 24 years,9.4
HIS09,Occasional smokers,2022,Male,25 - 29 years,8
HIS09,Occasional smokers,2022,Male,30 - 34 years,7.1
HIS09,Occasional smokers,2022,Male,35 - 39 years,5.8
HIS09,Occasional smokers,2022,Male,40 - 44 years,5
HIS09,Occasional smokers,2022,Male,45 - 49 years,2.5
HIS09,Occasional smokers,2022,Male,50 - 54 years,3.1
HIS09,Occasional smokers,2022,Male,55 - 59 years,1
HIS09,Occasional smokers,2022,Male,60 - 64 years,2.1
HIS09,Occasional smokers,2022,Male,65 - 69 years,1.2
HIS09,Occasional smokers,2022,Male,70 - 74 years,4.7
HIS09,Occasional smokers,2022,Male,75 years and over,0.9
HIS09,Occasional smokers,2022,Female,15 - 19 years,7.1
HIS09,Occasional smokers,2022,Female,20 - 24 years,4
HIS09,Occasional smokers,2022,Female,25 - 29 years,2.7
HIS09,Occasional smokers,2022,Female,30 - 34 years,5.8
HIS09,Occasional smokers,2022,Female,35 - 39 years,3.2
HIS09,Occasional smokers,2022,Female,40 - 44 years,4.8
HIS09,Occasional smokers,2022,Female,45 - 49 years,2.6
HIS09,Occasional smokers,2022,Female,50 - 54 years,1.4
HIS09,Occasional smokers,2022,Female,55 - 59 years,1.4
HIS09,Occasional smokers,2022,Female,60 - 64 years,3.1
HIS09,Occasional smokers,2022,Female,65 - 69 years,1.3
HIS09,Occasional smokers,2022,Female,70 - 74 years,1.2
HIS09,Occasional smokers,2022,Female,75 years and over,0.4
HIS09,Occasional smokers,2023,Male,15 - 19 years,7.2
HIS09,Occasional smokers,2023,Male,20 - 24 years,11
HIS09,Occasional smokers,2023,Male,25 - 29 years,10.7
HIS09,Occasional smokers,2023,Male,30 - 34 years,5.4
HIS09,Occasional smokers,2023,Male,35 - 39 years,4.3
HIS09,Occasional smokers,2023,Male,40 - 44 years,4.2
HIS09,Occasional smokers,2023,Male,45 - 49 years,4
HIS09,Occasional smokers,2023,Male,50 - 54 years,2.3
HIS09,Occasional smokers,2023,Male,55 - 59 years,2.8
HIS09,Occasional smokers,2023,Male,60 - 64 years,2
HIS09,Occasional smokers,2023,Male,65 - 69 years,0.6
HIS09,Occasional smokers,2023,Male,70 - 74 years,2.6
HIS09,Occasional smokers,2023,Male,75 years and over,1.2
HIS09,Occasional smokers,2023,Female,15 - 19 years,3.9
HIS09,Occasional smokers,2023,Female,20 - 24 years,7.9
HIS09,Occasional smokers,2023,Female,25 - 29 years,3.1
HIS09,Occasional smokers,2023,Female,30 - 34 years,3.5
HIS09,Occasional smokers,2023,Female,35 - 39 years,4.6
HIS09,Occasional smokers,2023,Female,40 - 44 years,2.5
HIS09,Occasional smokers,2023,Female,45 - 49 years,2.2
HIS09,Occasional smokers,2023,Female,50 - 54 years,2.5
HIS09,Occasional smokers,2023,Female,55 - 59 years,1.4
HIS09,Occasional smokers,2023,Female,60 - 64 years,2.1
HIS09,Occasional smokers,2023,Female,65 - 69 years,0.7
HIS09,Occasional smokers,2023,Female,70 - 74 years,0
