table_name,Statistic,Year,Sex,Age.Group,value
alcohol,Persons who drink only once per week,2015,Male,20 - 24 years,26.9
alcohol,Persons who drink only once per week,2015,Male,25 - 29 years,26.3
alcohol,Persons who drink only once per week,2015,Male,30 - 34 years,20.3
alcohol,Persons who drink only once per week,2015,Male,35 - 39 years,15
alcohol,Persons who drink only once per week,2015,Male,40 - 44 years,20.3
alcohol,Persons who drink only once per week,2015,Male,45 - 49 years,21.4
alcohol,Persons who drink only once per week,2015,Male,50 - 54 years,15.9
alcohol,Persons who drink only once per week,2015,Male,55 - 59 years,24.5
alcohol,Persons who drink only once per week,2015,Male,60 - 64 years,13.6
alcohol,Persons who drink only once per week,2015,Male,65 - 69 years,13.5
alcohol,Persons who drink only once per week,2015,Male,70 - 74 years,9.6
alcohol,Persons who drink only once per week,2015,Male,75 years and over,13.6
alcohol,Persons who drink only once per week,2015,Female,All ages,15.1
alcohol,Persons who drink only once per week,2015,Female,15 - 19 years,6.2
alcohol,Persons who drink only once per week,2015,Female,20 - 24 years,22.5
alcohol,Persons who drink only once per week,2015,Female,25 - 29 years,16.7
alcohol,Persons who drink only once per week,2015,Female,30 - 34 years,20.3
alcohol,Persons who drink only once per week,2015,Female,35 - 39 years,15.5
alcohol,Persons who drink only once per week,2015,Female,40 - 44 years,18.9
alcohol,Persons who drink only once per week,2015,Female,45 - 49 years,16.5
alcohol,Persons who drink only once per week,2015,Female,50 - 54 years,15.8
alcohol,Persons who drink only once per week,2015,Female,55 - 59 years,16
alcohol,Persons who drink only once per week,2015,Female,60 - 64 years,12.4
alcohol,Persons who drink only once per week,2015,Female,65 - 69 years,13.6
alcohol,Persons who drink only once per week,2015,Female,70 - 74 years,11.5
alcohol,Persons who drink only once per week,2015,Female,75 years and over,7.3
alcohol,Persons who drink only once per week,2016,Both sexes,All ages,17.3
alcohol,Persons who drink only once per week,2016,Both sexes,15 - 19 years,8.2
alcohol,Persons who drink only once per week,2016,Both sexes,20 - 24 years,25.9
alcohol,Persons who drink only once per week,2016,Both sexes,25 - 29 years,18.6
alcohol,Persons who drink only once per week,2016,Both sexes,30 - 34 years,20.1
alcohol,Persons who drink only once per week,2016,Both sexes,35 - 39 years,16.5
alcohol,Persons who drink only once per week,2016,Both sexes,40 - 44 years,21.6
alcohol,Persons who drink only once per week,2016,Both sexes,45 - 49 years,15.6
alcohol,Persons who drink only once per week,2016,Both sexes,50 - 54 years,19.6
alcohol,Persons who drink only once per week,2016,Both sexes,55 - 59 years,18.6
alcohol,Persons who drink only once per week,2016,Both sexes,60 - 64 years,21
alcohol,Persons who drink only once per week,2016,Both sexes,65 - 69 years,15
alcohol,Persons who drink only once per week,2016,Both sexes,70 - 74 years,13
alcohol,Persons who drink only once per week,2016,Both sexes,75 years and over,9.7
alcohol,Persons who drink only once per week,2016,Male,All ages,19.1
alcohol,Persons who drink only once per week,2016,Male,15 - 19 years,10.3
alcohol,Persons who drink only once per week,2016,Male,20 - 24 years,30.1
alcohol,Persons who drink only once per week,2016,Male,25 - 29 years,19.9
alcohol,Persons who drink only once per week,2016,Male,30 - 34 years,22.1
alcohol,Persons who drink only once per week,2016,Male,35 - 39 years,17.5
alcohol,Persons who drink only once per week,2016,Male,40 - 44 years,21.6
alcohol,Persons who drink only once per week,2016,Male,45 - 49 years,15.6
alcohol,Persons who drink only once per week,2016,Male,50 - 54 years,19.5
alcohol,Persons who drink only once per week,2016,Male,55 - 59 years,20.4
alcohol,Persons who drink only once per week,2016,Male,60 - 64 years,24.6
alcohol,Persons who drink only once per week,2016,Male,65 - 69 years,18.6
alcohol,Persons who drink only once per week,2016,Male,70 - 74 years,17.3
alcohol,Persons who drink only once per week,2016,Male,75 years and over,14.2
alcohol,Persons who drink only once per week,2016,Female,All ages,15.5
alcohol,Persons who drink only once per week,2016,Female,15 - 19 years,5.8
alcohol,Persons who drink only once per week,2016,Female,20 - 24 years,21.9
alcohol,Persons who drink only once per week,2016,Female,25 - 29 years,17.4
alcohol,Persons who drink only once per week,2016,Female,30 - 34 years,18.4
alcohol,Persons who drink only once per week,2016,Female,35 - 39 years,15.5
alcohol,Persons who drink only once per week,2016,Female,40 - 44 years,21.6
alcohol,Persons who drink only once per week,2016,Female,45 - 49 years,15.6
alcohol,Persons who drink only once per week,2016,Female,50 - 54 years,19.7
alcohol,Persons who drink only once per week,2016,Female,55 - 59 years,17.1
alcohol,Persons who drink only once per week,2016,Female,60 - 64 years,17
alcohol,Persons who drink only once per week,2016,Female,65 - 69 years,11.8
alcohol,Persons who drink only once per week,2016,Female,70 - 74 years,8.6
alcohol,Persons who drink only once per week,2016,Female,75 years and over,6.4
alcohol,Persons who drink only once per week,2017,Both sexes,All ages,16.6
alcohol,Persons who drink only once per week,2017,Both sexes,15 - 19 years,7.4
alcohol,Persons who drink only once per week,2017,Both sexes,20 - 24 years,23.7
alcohol,Persons who drink only once per week,2017,Both sexes,25 - 29 years,17.9
alcohol,Persons who drink only once per week,2017,Both sexes,30 - 34 years,18.7
alcohol,Persons who drink only once per week,2017,Both sexes,35 - 39 years,20.3
alcohol,Persons who drink only once per week,2017,Both sexes,40 - 44 years,17.5
alcohol,Persons who drink only once per week,2017,Both sexes,45 - 49 years,19.9
alcohol,Persons who drink only once per week,2017,Both sexes,50 - 54 years,18.2
alcohol,Persons who drink only once per week,2017,Both sexes,55 - 59 years,18.6
alcohol,Persons who drink only once per week,2017,Both sexes,60 - 64 years,13.6
alcohol,Persons who drink only once per week,2017,Both sexes,65 - 69 years,14.8
alcohol,Persons who drink only once per week,2017,Both sexes,70 - 74 years,12.7
alcohol,Persons who drink only once per week,2017,Both sexes,75 years and over,9.1
alcohol,Persons who drink only once per week,2017,Male,All ages,17.8
alcohol,Persons who drink only once per week,2017,Male,15 - 19 years,8.6
alcohol,Persons who drink only once per week,2017,Male,20 - 24 years,24.9
alcohol,Persons who drink only once per week,2017,Male,25 - 29 years,18.3
alcohol,Persons who drink only once per week,2017,Male,30 - 34 years,20.4
alcohol,Persons who drink only once per week,2017,Male,35 - 39 years,25.4
alcohol,Persons who drink only once per week,2017,Male,40 - 44 years,16.3
alcohol,Persons who drink only once per week,2017,Male,45 - 49 years,20.1
alcohol,Persons who drink only once per week,2017,Male,50 - 54 years,16.4
alcohol,Persons who drink only once per week,2017,Male,55 - 59 years,20.7
alcohol,Persons who drink only once per week,2017,Male,60 - 64 years,15.5
alcohol,Persons who drink only once per week,2017,Male,65 - 69 years,15.3
alcohol,Persons who drink only once per week,2017,Male,70 - 74 years,14.7
alcohol,Persons who drink only once per week,2017,Male,75 years and over,12.4
alcohol,Persons who drink only once per week,2017,Female,All ages,15.5
alcohol,Persons who drink only once per week,2017,Female,15 - 19 years,6.2
alcohol,Persons who drink only once per week,2017,Female,20 - 24 years,22.5
alcohol,Persons who drink only once per week,2017,Female,25 - 29 years,17.5
alcohol,Persons who drink only once per week,2017,Female,30 - 34 years,17.5
alcohol,Persons who drink only once per week,2017,Female,35 - 39 years,15.6
alcohol,Persons who drink only once per week,2017,Female,40 - 44 years,18.7
alcohol,Persons who drink only once per week,2017,Female,45 - 49 years,19.7
alcohol,Persons who drink only once per week,2017,Female,50 - 54 years,19.9
alcohol,Persons who drink only once per week,2017,Female,55 - 59 years,16.6
alcohol,Persons who drink only once per week,2017,Female,60 - 64 years,11.6
alcohol,Persons who drink only once per week,2017,Female,65 - 69 years,14.4
alcohol,Persons who drink only once per week,2017,Female,70 - 74 years,10.7
alcohol,Persons who drink only once per week,2017,Female,75 years and over,6.3
alcohol,Persons who drink only once per week,2018,Both sexes,All ages,18.7
alcohol,Persons who drink only once per week,2018,Both sexes,15 - 19 years,7.8
alcohol,Persons who drink only once per week,2018,Both sexes,20 - 24 years,25.4
alcohol,Persons who drink only once per week,2018,Both sexes,25 - 29 years,22.7
alcohol,Persons who drink only once per week,2018,Both sexes,30 - 34 years,22.5
alcohol,Persons who drink only once per week,2018,Both sexes,35 - 39 years,20.3
alcohol,Persons who drink only once per week,2018,Both sexes,40 - 44 years,21.3
alcohol,Persons who drink only once per week,2018,Both sexes,45 - 49 years,22.4
alcohol,Persons who drink only once per week,2018,Both sexes,50 - 54 years,17.6
alcohol,Persons who drink only once per week,2018,Both sexes,55 - 59 years,21.5
alcohol,Persons who drink only once per week,2018,Both sexes,60 - 64 years,17.3
alcohol,Persons who drink only once per week,2018,Both sexes,65 - 69 years,16.3
alcohol,Persons who drink only once per week,2018,Both sexes,70 - 74 years,13.6
alcohol,Persons who drink only once per week,2018,Both sexes,75 years and over,10.2
alcohol,Persons who drink only once per week,2018,Male,All ages,20.5
alcohol,Persons who drink only once per week,2018,Male,15 - 19 years,8.5
alcohol,Persons who drink only once per week,2018,Male,20 - 24 years,29.3
alcohol,Persons who drink only once per week,2018,Male,25 - 29 years,17.9
alcohol,Persons who drink only once per week,2018,Male,30 - 34 years,25.6
alcohol,Persons who drink only once per week,2018,Male,35 - 39 years,22
alcohol,Persons who drink only once per week,2018,Male,40 - 44 years,23.3
alcohol,Persons who drink only once per week,2018,Male,45 - 49 years,26.8
alcohol,Persons who drink only once per week,2018,Male,50 - 54 years,18.3
alcohol,Persons who drink only once per week,2018,Male,55 - 59 years,20.2
alcohol,Persons who drink only once per week,2018,Male,60 - 64 years,22.7
alcohol,Persons who drink only once per week,2018,Male,65 - 69 years,18.1
alcohol,Persons who drink only once per week,2018,Male,70 - 74 years,17.5
alcohol,Persons who drink only once per week,2018,Male,75 years and over,13.1
alcohol,Persons who drink only once per week,2018,Female,All ages,17
alcohol,Persons who drink only once per week,2018,Female,15 - 19 years,7
alcohol,Persons who drink only once per week,2018,Female,20 - 24 years,21.5
alcohol,Persons who drink only once per week,2018,Female,25 - 29 years,27.7
alcohol,Persons who drink only once per week,2018,Female,30 - 34 years,19.8
alcohol,Persons who drink only once per week,2018,Female,35 - 39 years,18.6
alcohol,Persons who drink only once per week,2018,Female,40 - 44 years,19.4
alcohol,Persons who drink only once per week,2018,Female,45 - 49 years,18.4
alcohol,Persons who drink only once per week,2018,Female,50 - 54 years,16.8
alcohol,Persons who drink only once per week,2018,Female,55 - 59 years,22.9
alcohol,Persons who drink only once per week,2018,Female,60 - 64 years,12.4
alcohol,Persons who drink only once per week,2018,Female,65 - 69 years,14.7
alcohol,Persons who drink only once per week,2018,Female,70 - 74 years,10.3
alcohol,Persons who drink only once per week,2018,Female,75 years and over,7.8
alcohol,Persons who drink only once per week,2021,Both sexes,All ages,15.6
alcohol,Persons who drink only once per week,2021,Both sexes,15 - 19 years,7.2
alcohol,Persons who drink only once per week,2021,Both sexes,20 - 24 years,17.2
alcohol,Persons who drink only once per week,2021,Both sexes,25 - 29 years,20.5
alcohol,Persons who drink only once per week,2021,Both sexes,30 - 34 years,19.4
alcohol,Persons who drink only once per week,2021,Both sexes,35 - 39 years,18.7
alcohol,Persons who drink only once per week,2021,Both sexes,40 - 44 years,15.2
alcohol,Persons who drink only once per week,2021,Both sexes,45 - 49 years,19.3
alcohol,Persons who drink only once per week,2021,Both sexes,50 - 54 years,16.8
alcohol,Persons who drink only once per week,2021,Both sexes,55 - 59 years,14.6
alcohol,Persons who drink only once per week,2021,Both sexes,60 - 64 years,15.4
alcohol,Persons who drink only once per week,2021,Both sexes,65 - 69 years,12.9
alcohol,Persons who drink only once per week,2021,Both sexes,70 - 74 years,13.1
alcohol,Persons who drink only once per week,2021,Both sexes,75 years and over,7.3
alcohol,Persons who drink only once per week,2021,Male,All ages,16.1
alcohol,Persons who drink only once per week,2021,Male,15 - 19 years,10.9
alcohol,Persons who drink only once per week,2021,Male,20 - 24 years,18.3
alcohol,Persons who drink only once per week,2021,Male,25 - 29 years,19.8
